400;15
450;12.2
620;10.5
750;14.3
900;12.3
999;13
999;9.5
1200;7
1250;9.7
1270;11.3
1380;12.6
1550;10.5
1550;7.8
1760;6.6
1820;8.6
2040;9.3
2150;6.6
2300;7.4
2400;6.2
2700;7.2
3000;5.8
